       #Energy       JDOS
       0.89955       0.00000
       0.90955       0.00000
       0.91954       0.00000
       0.92954       0.00000
       0.93953       0.00000
       0.94953       0.00000
       0.95952       0.00000
       0.96952       0.00000
       0.97951       0.00000
       0.98951       0.00000
       0.99950       0.00000
       1.00950       0.00000
       1.01949       0.00000
       1.02949       0.00000
       1.03948       0.00000
       1.04948       0.00000
       1.05947       0.00000
       1.06947       0.00000
       1.07946       0.00000
       1.08946       0.00000
       1.09945       0.00000
       1.10945       0.00000
       1.11944       0.00000
       1.12944       0.00000
       1.13943       0.00000
       1.14943       0.00000
       1.15942       0.00000
       1.16942       0.00000
       1.17941       0.00000
       1.18941       0.00000
       1.19940       0.00000
       1.20940       0.00000
       1.21939       0.00000
       1.22939       0.00000
       1.23938       0.00000
       1.24938       0.00000
       1.25937       0.00000
       1.26937       0.00000
       1.27936       0.00000
       1.28936       0.00000
       1.29935       0.00000
       1.30935       0.00000
       1.31934       0.00000
       1.32934       0.00000
       1.33933       0.00000
       1.34933       0.00000
       1.35932       0.00000
       1.36932       0.00000
       1.37931       0.00000
       1.38931       0.00000
       1.39930       0.00000
       1.40930       0.00000
       1.41929       0.00000
       1.42929       0.00000
       1.43928       0.00000
       1.44928       0.00000
       1.45927       0.00000
       1.46927       0.00000
       1.47926       0.00000
       1.48926       0.00000
       1.49925       0.00000
       1.50925       0.00000
       1.51924       0.00000
       1.52924       0.00000
       1.53923       0.00000
       1.54923       0.00000
       1.55922       0.00000
       1.56922       0.00000
       1.57921       0.00000
       1.58921       0.00000
       1.59920       0.00000
       1.60920       0.00000
       1.61919       0.00000
       1.62919       0.00000
       1.63918       0.00000
       1.64918       0.00000
       1.65917       0.00000
       1.66917       0.00000
       1.67916       0.00000
       1.68916       0.00000
       1.69915       0.00000
       1.70915       0.00000
       1.71914       0.00000
       1.72914       0.00000
       1.73913       0.00000
       1.74913       0.00000
       1.75912       0.00000
       1.76912       0.00000
       1.77911       0.00000
       1.78911       0.00000
       1.79910       0.00000
       1.80910       0.00000
       1.81909       0.00000
       1.82909       0.00000
       1.83908       0.00000
       1.84908       0.00000
       1.85907       0.00000
       1.86907       0.00000
       1.87906       0.00000
       1.88906       0.00000
       1.89905       0.00000
       1.90905       0.00000
       1.91904       0.00000
       1.92904       0.00000
       1.93903       0.00000
       1.94903       0.00000
       1.95902       0.00000
       1.96902       0.00000
       1.97901       0.00000
       1.98901       0.00000
       1.99900       0.00000
       2.00900       0.00000
       2.01899       0.00000
       2.02899       0.00000
       2.03898       0.00000
       2.04898       0.00000
       2.05897       0.00000
       2.06897       0.00000
       2.07896       0.00000
       2.08896       0.00000
       2.09895       0.00000
       2.10895       0.00000
       2.11894       0.00000
       2.12894       0.00000
       2.13893       0.00000
       2.14893       0.00000
       2.15892       0.00000
       2.16892       0.00000
       2.17891       0.00000
       2.18891       0.00000
       2.19890       0.00000
       2.20890       0.00000
       2.21889       0.00000
       2.22889       0.00000
       2.23888       0.00000
       2.24888       0.00000
       2.25887       0.00000
       2.26887       0.00001
       2.27886       0.00001
       2.28886       0.00001
       2.29885       0.00001
       2.30885       0.00001
       2.31884       0.00002
       2.32884       0.00002
       2.33883       0.00003
       2.34883       0.00004
       2.35882       0.00005
       2.36882       0.00006
       2.37881       0.00007
       2.38881       0.00009
       2.39880       0.00011
       2.40880       0.00014
       2.41879       0.00017
       2.42879       0.00022
       2.43878       0.00027
       2.44878       0.00033
       2.45877       0.00040
       2.46877       0.00050
       2.47876       0.00061
       2.48876       0.00074
       2.49875       0.00090
       2.50875       0.00110
       2.51874       0.00133
       2.52874       0.00161
       2.53873       0.00194
       2.54873       0.00234
       2.55872       0.00281
       2.56872       0.00337
       2.57871       0.00403
       2.58871       0.00481
       2.59870       0.00573
       2.60870       0.00680
       2.61869       0.00806
       2.62869       0.00952
       2.63868       0.01123
       2.64868       0.01321
       2.65867       0.01550
       2.66867       0.01815
       2.67866       0.02120
       2.68866       0.02470
       2.69865       0.02872
       2.70865       0.03331
       2.71864       0.03854
       2.72864       0.04450
       2.73863       0.05125
       2.74863       0.05890
       2.75862       0.06752
       2.76862       0.07723
       2.77861       0.08813
       2.78861       0.10033
       2.79860       0.11396
       2.80860       0.12913
       2.81859       0.14599
       2.82859       0.16467
       2.83858       0.18530
       2.84858       0.20804
       2.85857       0.23303
       2.86857       0.26042
       2.87856       0.29036
       2.88856       0.32299
       2.89855       0.35845
       2.90855       0.39690
       2.91854       0.43846
       2.92854       0.48326
       2.93853       0.53141
       2.94853       0.58301
       2.95852       0.63817
       2.96852       0.69693
       2.97851       0.75937
       2.98851       0.82552
       2.99850       0.89537
       3.00850       0.96892
       3.01849       1.04613
       3.02849       1.12691
       3.03848       1.21117
       3.04848       1.29878
       3.05847       1.38957
       3.06847       1.48333
       3.07846       1.57984
       3.08846       1.67882
       3.09845       1.77998
       3.10845       1.88299
       3.11844       1.98746
       3.12844       2.09302
       3.13843       2.19924
       3.14843       2.30566
       3.15842       2.41182
       3.16842       2.51723
       3.17841       2.62138
       3.18841       2.72375
       3.19840       2.82382
       3.20840       2.92106
       3.21839       3.01494
       3.22839       3.10494
       3.23838       3.19055
       3.24838       3.27128
       3.25837       3.34664
       3.26837       3.41620
       3.27836       3.47954
       3.28836       3.53627
       3.29835       3.58604
       3.30835       3.62854
       3.31834       3.66353
       3.32834       3.69078
       3.33833       3.71012
       3.34833       3.72146
       3.35832       3.72471
       3.36832       3.71988
       3.37831       3.70701
       3.38831       3.68618
       3.39830       3.65756
       3.40830       3.62133
       3.41829       3.57774
       3.42829       3.52706
       3.43828       3.46963
       3.44828       3.40581
       3.45827       3.33600
       3.46827       3.26063
       3.47826       3.18015
       3.48826       3.09502
       3.49825       3.00575
       3.50825       2.91283
       3.51824       2.81677
       3.52824       2.71809
       3.53823       2.61729
       3.54823       2.51487
       3.55822       2.41133
       3.56822       2.30715
       3.57821       2.20278
       3.58821       2.09869
       3.59820       1.99527
       3.60820       1.89294
       3.61819       1.79205
       3.62819       1.69295
       3.63818       1.59594
       3.64818       1.50131
       3.65817       1.40930
       3.66817       1.32013
       3.67816       1.23399
       3.68816       1.15102
       3.69815       1.07136
       3.70815       0.99510
       3.71814       0.92230
       3.72814       0.85302
       3.73813       0.78727
       3.74813       0.72504
       3.75812       0.66631
       3.76812       0.61104
       3.77811       0.55915
       3.78811       0.51058
       3.79810       0.46524
       3.80810       0.42302
       3.81809       0.38380
       3.82809       0.34747
       3.83808       0.31391
       3.84808       0.28298
       3.85807       0.25455
       3.86807       0.22848
       3.87806       0.20464
       3.88806       0.18289
       3.89805       0.16310
       3.90805       0.14514
       3.91804       0.12887
       3.92804       0.11418
       3.93803       0.10094
       3.94803       0.08904
       3.95802       0.07837
       3.96802       0.06883
       3.97801       0.06032
       3.98801       0.05275
       3.99800       0.04602
       4.00800       0.04006
       4.01799       0.03480
       4.02799       0.03016
       4.03798       0.02608
       4.04798       0.02251
       4.05797       0.01938
       4.06797       0.01665
       4.07796       0.01427
       4.08796       0.01220
       4.09795       0.01041
       4.10795       0.00886
       4.11794       0.00753
       4.12794       0.00638
       4.13793       0.00539
       4.14793       0.00455
       4.15792       0.00383
       4.16792       0.00322
       4.17791       0.00270
       4.18791       0.00225
       4.19790       0.00188
       4.20790       0.00156
       4.21789       0.00130
       4.22789       0.00108
       4.23788       0.00089
       4.24788       0.00073
       4.25787       0.00060
       4.26787       0.00050
       4.27786       0.00041
       4.28786       0.00033
       4.29785       0.00027
       4.30785       0.00022
       4.31784       0.00018
       4.32784       0.00014
       4.33783       0.00012
       4.34783       0.00009
       4.35782       0.00008
       4.36782       0.00006
       4.37781       0.00005
       4.38781       0.00004
       4.39780       0.00003
       4.40780       0.00002
       4.41779       0.00002
       4.42779       0.00002
       4.43778       0.00001
       4.44778       0.00001
       4.45777       0.00001
       4.46777       0.00001
       4.47776       0.00000
       4.48776       0.00000
       4.49775       0.00000
       4.50775       0.00000
       4.51774       0.00000
       4.52774       0.00000
       4.53773       0.00000
       4.54773       0.00000
       4.55772       0.00000
       4.56772       0.00000
       4.57771       0.00000
       4.58771       0.00000
       4.59770       0.00000
       4.60770       0.00000
       4.61769       0.00000
       4.62769       0.00000
       4.63768       0.00000
       4.64768       0.00000
       4.65767       0.00000
       4.66767       0.00000
       4.67766       0.00000
       4.68766       0.00000
       4.69765       0.00000
       4.70765       0.00000
       4.71764       0.00000
       4.72764       0.00000
       4.73763       0.00000
       4.74763       0.00000
       4.75762       0.00000
       4.76762       0.00000
       4.77761       0.00000
       4.78761       0.00000
       4.79760       0.00000
       4.80760       0.00000
       4.81759       0.00000
       4.82759       0.00000
       4.83758       0.00000
       4.84758       0.00000
       4.85757       0.00000
       4.86757       0.00000
       4.87756       0.00000
       4.88756       0.00000
       4.89755       0.00000
       4.90755       0.00000
       4.91754       0.00000
       4.92754       0.00000
       4.93753       0.00000
       4.94753       0.00000
       4.95752       0.00000
       4.96752       0.00000
       4.97751       0.00000
       4.98751       0.00000
       4.99750       0.00000
       5.00750       0.00000
       5.01749       0.00000
       5.02749       0.00000
       5.03748       0.00000
       5.04748       0.00000
       5.05747       0.00000
       5.06747       0.00000
       5.07746       0.00000
       5.08746       0.00000
       5.09745       0.00000
       5.10745       0.00000
       5.11744       0.00000
       5.12744       0.00000
       5.13743       0.00000
       5.14743       0.00000
       5.15742       0.00000
       5.16742       0.00000
       5.17741       0.00000
       5.18741       0.00000
       5.19740       0.00000
       5.20740       0.00000
       5.21739       0.00000
       5.22739       0.00000
       5.23738       0.00000
       5.24738       0.00000
       5.25737       0.00000
       5.26737       0.00000
       5.27736       0.00000
       5.28736       0.00000
       5.29735       0.00000
       5.30735       0.00000
       5.31734       0.00000
       5.32734       0.00000
       5.33733       0.00000
       5.34733       0.00000
       5.35732       0.00000
       5.36732       0.00000
       5.37731       0.00000
       5.38731       0.00000
       5.39730       0.00000
       5.40730       0.00000
       5.41729       0.00000
       5.42729       0.00000
       5.43728       0.00000
       5.44728       0.00000
       5.45727       0.00000
       5.46727       0.00000
       5.47726       0.00000
       5.48726       0.00000
       5.49725       0.00000
       5.50725       0.00000
       5.51724       0.00000
       5.52724       0.00000
       5.53723       0.00000
       5.54723       0.00000
       5.55722       0.00000
       5.56722       0.00000
       5.57721       0.00000
       5.58721       0.00000
       5.59720       0.00000
       5.60720       0.00000
       5.61719       0.00000
       5.62719       0.00000
       5.63718       0.00000
       5.64718       0.00000
       5.65717       0.00000
       5.66717       0.00000
       5.67716       0.00000
       5.68716       0.00000
       5.69715       0.00000
       5.70715       0.00000
       5.71714       0.00000
       5.72714       0.00000
       5.73713       0.00000
       5.74713       0.00000
       5.75712       0.00000
       5.76712       0.00000
       5.77711       0.00000
       5.78711       0.00000
       5.79710       0.00000
       5.80710       0.00000
       5.81709       0.00000
       5.82709       0.00000
       5.83708       0.00000
       5.84708       0.00000
       5.85707       0.00000
       5.86707       0.00000
       5.87706       0.00000
       5.88706       0.00000
       5.89705       0.00000
       5.90705       0.00000
       5.91704       0.00000
       5.92704       0.00000
       5.93703       0.00000
       5.94703       0.00000
       5.95702       0.00000
       5.96702       0.00000
       5.97701       0.00000
       5.98701       0.00000
       5.99700       0.00000
       6.00700       0.00000
       6.01699       0.00000
       6.02699       0.00000
       6.03698       0.00000
       6.04698       0.00000
       6.05697       0.00000
       6.06697       0.00000
       6.07696       0.00000
       6.08696       0.00000
       6.09695       0.00000
       6.10695       0.00000
       6.11694       0.00000
       6.12694       0.00000
       6.13693       0.00000
       6.14693       0.00000
       6.15692       0.00000
       6.16692       0.00000
       6.17691       0.00000
       6.18691       0.00000
       6.19690       0.00000
       6.20690       0.00000
       6.21689       0.00000
       6.22689       0.00000
       6.23688       0.00000
       6.24688       0.00000
       6.25687       0.00000
       6.26687       0.00000
       6.27686       0.00000
       6.28686       0.00000
       6.29685       0.00000
       6.30685       0.00000
       6.31684       0.00000
       6.32684       0.00000
       6.33683       0.00000
       6.34683       0.00000
       6.35682       0.00000
       6.36682       0.00000
       6.37681       0.00000
       6.38681       0.00000
       6.39680       0.00000
       6.40680       0.00000
       6.41679       0.00000
       6.42679       0.00000
       6.43678       0.00000
       6.44678       0.00000
       6.45677       0.00000
       6.46677       0.00000
       6.47676       0.00000
       6.48676       0.00000
       6.49675       0.00000
       6.50675       0.00000
       6.51674       0.00000
       6.52674       0.00000
       6.53673       0.00000
       6.54673       0.00000
       6.55672       0.00000
       6.56672       0.00000
       6.57671       0.00000
       6.58671       0.00000
       6.59670       0.00000
       6.60670       0.00000
       6.61669       0.00000
       6.62669       0.00000
       6.63668       0.00000
       6.64668       0.00000
       6.65667       0.00000
       6.66667       0.00000
       6.67666       0.00000
       6.68666       0.00000
       6.69665       0.00000
       6.70665       0.00000
       6.71664       0.00000
       6.72664       0.00000
       6.73663       0.00000
       6.74663       0.00000
       6.75662       0.00000
       6.76662       0.00000
       6.77661       0.00000
       6.78661       0.00000
       6.79660       0.00000
       6.80660       0.00000
       6.81659       0.00000
       6.82659       0.00000
       6.83658       0.00000
       6.84658       0.00000
       6.85657       0.00000
       6.86657       0.00000
       6.87656       0.00000
       6.88656       0.00000
       6.89655       0.00000
       6.90655       0.00000
       6.91654       0.00000
       6.92654       0.00000
       6.93653       0.00000
       6.94653       0.00000
       6.95652       0.00000
       6.96652       0.00000
       6.97651       0.00000
       6.98651       0.00000
       6.99650       0.00000
       7.00650       0.00000
       7.01649       0.00000
       7.02649       0.00000
       7.03648       0.00000
       7.04648       0.00000
       7.05647       0.00000
       7.06647       0.00000
       7.07646       0.00000
       7.08646       0.00000
       7.09645       0.00000
       7.10645       0.00000
       7.11644       0.00000
       7.12644       0.00000
       7.13643       0.00000
       7.14643       0.00000
       7.15642       0.00000
       7.16642       0.00000
       7.17641       0.00000
       7.18641       0.00000
       7.19640       0.00000
       7.20640       0.00000
       7.21639       0.00000
       7.22639       0.00000
       7.23638       0.00000
       7.24638       0.00000
       7.25637       0.00000
       7.26637       0.00000
       7.27636       0.00000
       7.28636       0.00000
       7.29635       0.00000
       7.30635       0.00000
       7.31634       0.00000
       7.32634       0.00000
       7.33633       0.00000
       7.34633       0.00000
       7.35632       0.00000
       7.36632       0.00000
       7.37631       0.00000
       7.38631       0.00000
       7.39630       0.00000
       7.40630       0.00000
       7.41629       0.00000
       7.42629       0.00000
       7.43628       0.00000
       7.44628       0.00000
       7.45627       0.00000
       7.46627       0.00000
       7.47626       0.00000
       7.48626       0.00000
       7.49625       0.00000
       7.50625       0.00000
       7.51624       0.00000
       7.52624       0.00000
       7.53623       0.00000
       7.54623       0.00000
       7.55622       0.00000
       7.56622       0.00000
       7.57621       0.00000
       7.58621       0.00000
       7.59620       0.00000
       7.60620       0.00000
       7.61619       0.00000
       7.62619       0.00000
       7.63618       0.00000
       7.64618       0.00000
       7.65617       0.00000
       7.66617       0.00000
       7.67616       0.00000
       7.68616       0.00000
       7.69615       0.00000
       7.70615       0.00000
       7.71614       0.00000
       7.72614       0.00000
       7.73613       0.00000
       7.74613       0.00000
       7.75612       0.00000
       7.76612       0.00000
       7.77611       0.00000
       7.78611       0.00000
       7.79610       0.00000
       7.80610       0.00000
       7.81609       0.00000
       7.82609       0.00000
       7.83608       0.00000
       7.84608       0.00000
       7.85607       0.00000
       7.86607       0.00000
       7.87606       0.00000
       7.88606       0.00000
       7.89605       0.00000
       7.90605       0.00000
       7.91604       0.00000
       7.92604       0.00000
       7.93603       0.00000
       7.94603       0.00000
       7.95602       0.00000
       7.96602       0.00000
       7.97601       0.00000
       7.98601       0.00000
       7.99600       0.00000
       8.00600       0.00000
       8.01599       0.00000
       8.02599       0.00000
       8.03598       0.00000
       8.04598       0.00000
       8.05597       0.00000
       8.06597       0.00000
       8.07596       0.00000
       8.08596       0.00000
       8.09595       0.00000
       8.10595       0.00000
       8.11594       0.00000
       8.12594       0.00000
       8.13593       0.00000
       8.14593       0.00000
       8.15592       0.00000
       8.16592       0.00000
       8.17591       0.00000
       8.18591       0.00000
       8.19590       0.00000
       8.20590       0.00000
       8.21589       0.00000
       8.22589       0.00000
       8.23588       0.00000
       8.24588       0.00000
       8.25587       0.00000
       8.26587       0.00000
       8.27586       0.00000
       8.28586       0.00000
       8.29585       0.00000
       8.30585       0.00000
       8.31584       0.00000
       8.32584       0.00000
       8.33583       0.00000
       8.34583       0.00000
       8.35582       0.00000
       8.36582       0.00000
       8.37581       0.00000
       8.38581       0.00000
       8.39580       0.00000
       8.40580       0.00000
       8.41579       0.00000
       8.42579       0.00000
       8.43578       0.00000
       8.44578       0.00000
       8.45577       0.00000
       8.46577       0.00000
       8.47576       0.00000
       8.48576       0.00000
       8.49575       0.00000
       8.50575       0.00000
       8.51574       0.00000
       8.52574       0.00000
       8.53573       0.00000
       8.54573       0.00000
       8.55572       0.00000
       8.56572       0.00000
       8.57571       0.00000
       8.58571       0.00000
       8.59570       0.00000
       8.60570       0.00000
       8.61569       0.00000
       8.62569       0.00000
       8.63568       0.00000
       8.64568       0.00000
       8.65567       0.00000
       8.66567       0.00000
       8.67566       0.00000
       8.68566       0.00000
       8.69565       0.00000
       8.70565       0.00000
       8.71564       0.00000
       8.72564       0.00000
       8.73563       0.00000
       8.74563       0.00000
       8.75562       0.00000
       8.76562       0.00000
       8.77561       0.00000
       8.78561       0.00000
       8.79560       0.00000
       8.80560       0.00000
       8.81559       0.00000
       8.82559       0.00000
       8.83558       0.00000
       8.84558       0.00000
       8.85557       0.00000
       8.86557       0.00000
       8.87556       0.00000
       8.88556       0.00000
       8.89555       0.00000
       8.90555       0.00000
       8.91554       0.00000
       8.92554       0.00000
       8.93553       0.00000
       8.94553       0.00000
       8.95552       0.00000
       8.96552       0.00000
       8.97551       0.00000
       8.98551       0.00000
       8.99550       0.00000
       9.00550       0.00000
       9.01549       0.00000
       9.02549       0.00000
       9.03548       0.00000
       9.04548       0.00000
       9.05547       0.00000
       9.06547       0.00000
       9.07546       0.00000
       9.08546       0.00000
       9.09545       0.00000
       9.10545       0.00000
       9.11544       0.00000
       9.12544       0.00000
       9.13543       0.00000
       9.14543       0.00000
       9.15542       0.00000
       9.16542       0.00000
       9.17541       0.00000
       9.18541       0.00000
       9.19540       0.00000
       9.20540       0.00000
       9.21539       0.00000
       9.22539       0.00000
       9.23538       0.00000
       9.24538       0.00000
       9.25537       0.00000
       9.26537       0.00000
       9.27536       0.00000
       9.28536       0.00000
       9.29535       0.00000
       9.30535       0.00000
       9.31534       0.00000
       9.32534       0.00000
       9.33533       0.00000
       9.34533       0.00000
       9.35532       0.00000
       9.36532       0.00000
       9.37531       0.00000
       9.38531       0.00000
       9.39530       0.00000
       9.40530       0.00000
       9.41529       0.00000
       9.42529       0.00000
       9.43528       0.00000
       9.44528       0.00000
       9.45527       0.00000
       9.46527       0.00000
       9.47526       0.00000
       9.48526       0.00000
       9.49525       0.00000
       9.50525       0.00000
       9.51524       0.00000
       9.52524       0.00000
       9.53523       0.00000
       9.54523       0.00000
       9.55522       0.00000
       9.56522       0.00000
       9.57521       0.00000
       9.58521       0.00000
       9.59520       0.00000
       9.60520       0.00000
       9.61519       0.00000
       9.62519       0.00000
       9.63518       0.00000
       9.64518       0.00000
       9.65517       0.00000
       9.66517       0.00000
       9.67516       0.00000
       9.68516       0.00000
       9.69515       0.00000
       9.70515       0.00000
       9.71514       0.00000
       9.72514       0.00000
       9.73513       0.00000
       9.74513       0.00000
       9.75512       0.00000
       9.76512       0.00000
       9.77511       0.00000
       9.78511       0.00000
       9.79510       0.00000
       9.80510       0.00000
       9.81509       0.00000
       9.82509       0.00000
       9.83508       0.00000
       9.84508       0.00000
       9.85507       0.00000
       9.86507       0.00000
       9.87506       0.00000
       9.88506       0.00000
       9.89505       0.00000
       9.90505       0.00000
       9.91504       0.00000
       9.92504       0.00000
       9.93503       0.00000
       9.94503       0.00000
       9.95502       0.00000
       9.96502       0.00000
       9.97501       0.00000
       9.98501       0.00000
       9.99500       0.00000
      10.00500       0.00000
      10.01499       0.00000
      10.02499       0.00000
      10.03498       0.00000
      10.04498       0.00000
      10.05497       0.00000
      10.06497       0.00000
      10.07496       0.00000
      10.08496       0.00000
      10.09495       0.00000
      10.10495       0.00000
      10.11494       0.00000
      10.12494       0.00000
      10.13493       0.00000
      10.14493       0.00000
      10.15492       0.00000
      10.16492       0.00000
      10.17491       0.00000
      10.18491       0.00000
      10.19490       0.00000
      10.20490       0.00000
      10.21489       0.00000
      10.22489       0.00000
      10.23488       0.00000
      10.24488       0.00000
      10.25487       0.00000
      10.26487       0.00000
      10.27486       0.00000
      10.28486       0.00000
      10.29485       0.00000
      10.30485       0.00000
      10.31484       0.00000
      10.32484       0.00000
      10.33483       0.00000
      10.34483       0.00000
      10.35482       0.00000
      10.36482       0.00000
      10.37481       0.00000
      10.38481       0.00000
      10.39480       0.00000
      10.40480       0.00000
      10.41479       0.00000
      10.42479       0.00000
      10.43478       0.00000
      10.44478       0.00000
      10.45477       0.00000
      10.46477       0.00000
      10.47476       0.00000
      10.48476       0.00000
      10.49475       0.00000
      10.50475       0.00000
      10.51474       0.00000
      10.52474       0.00000
      10.53473       0.00000
      10.54473       0.00000
      10.55472       0.00000
      10.56472       0.00000
      10.57471       0.00000
      10.58471       0.00000
      10.59470       0.00000
      10.60470       0.00000
      10.61469       0.00000
      10.62469       0.00000
      10.63468       0.00000
      10.64468       0.00000
      10.65467       0.00000
      10.66467       0.00000
      10.67466       0.00000
      10.68466       0.00000
      10.69465       0.00000
      10.70465       0.00000
      10.71464       0.00000
      10.72464       0.00000
      10.73463       0.00000
      10.74463       0.00000
      10.75462       0.00000
      10.76462       0.00000
      10.77461       0.00000
      10.78461       0.00000
      10.79460       0.00000
      10.80460       0.00000
      10.81459       0.00000
      10.82459       0.00000
      10.83458       0.00000
      10.84458       0.00000
      10.85457       0.00000
      10.86457       0.00000
      10.87456       0.00000
      10.88456       0.00000
      10.89455       0.00000
      10.90455       0.00000
      10.91454       0.00000
      10.92454       0.00000
      10.93453       0.00000
      10.94453       0.00000
      10.95452       0.00000
      10.96452       0.00000
      10.97451       0.00000
      10.98451       0.00000
      10.99450       0.00000
      11.00450       0.00000
      11.01449       0.00000
      11.02449       0.00000
      11.03448       0.00000
      11.04448       0.00000
      11.05447       0.00000
      11.06447       0.00000
      11.07446       0.00000
      11.08446       0.00000
      11.09445       0.00000
      11.10445       0.00000
      11.11444       0.00000
      11.12444       0.00000
      11.13443       0.00000
      11.14443       0.00000
      11.15442       0.00000
      11.16442       0.00000
      11.17441       0.00000
      11.18441       0.00000
      11.19440       0.00000
      11.20440       0.00000
      11.21439       0.00000
      11.22439       0.00000
      11.23438       0.00000
      11.24438       0.00000
      11.25437       0.00000
      11.26437       0.00000
      11.27436       0.00000
      11.28436       0.00000
      11.29435       0.00000
      11.30435       0.00000
      11.31434       0.00000
      11.32434       0.00000
      11.33433       0.00000
      11.34433       0.00000
      11.35432       0.00000
      11.36432       0.00000
      11.37431       0.00000
      11.38431       0.00000
      11.39430       0.00000
      11.40430       0.00000
      11.41429       0.00000
      11.42429       0.00000
      11.43428       0.00000
      11.44428       0.00000
      11.45427       0.00000
      11.46427       0.00000
      11.47426       0.00000
      11.48426       0.00000
      11.49425       0.00000
      11.50425       0.00000
      11.51424       0.00000
      11.52424       0.00000
      11.53423       0.00000
      11.54423       0.00000
      11.55422       0.00000
      11.56422       0.00000
      11.57421       0.00000
      11.58421       0.00000
      11.59420       0.00000
      11.60420       0.00000
      11.61419       0.00000
      11.62419       0.00000
      11.63418       0.00000
      11.64418       0.00000
      11.65417       0.00000
      11.66417       0.00000
      11.67416       0.00000
      11.68416       0.00000
      11.69415       0.00000
      11.70415       0.00000
      11.71414       0.00000
      11.72414       0.00000
      11.73413       0.00000
      11.74413       0.00000
      11.75412       0.00000
      11.76412       0.00000
      11.77411       0.00000
      11.78411       0.00000
      11.79410       0.00000
      11.80410       0.00000
      11.81409       0.00000
      11.82409       0.00000
      11.83408       0.00000
      11.84408       0.00000
      11.85407       0.00000
      11.86407       0.00000
      11.87406       0.00000
      11.88406       0.00000
      11.89405       0.00000
      11.90405       0.00000
      11.91404       0.00000
      11.92404       0.00000
      11.93403       0.00000
      11.94403       0.00000
      11.95402       0.00000
      11.96402       0.00000
      11.97401       0.00000
      11.98401       0.00000
      11.99400       0.00000
      12.00400       0.00000
      12.01399       0.00000
      12.02399       0.00000
      12.03398       0.00000
      12.04398       0.00000
      12.05397       0.00000
      12.06397       0.00000
      12.07396       0.00000
      12.08396       0.00000
      12.09395       0.00000
      12.10395       0.00000
      12.11394       0.00000
      12.12394       0.00000
      12.13393       0.00000
      12.14393       0.00000
      12.15392       0.00000
      12.16392       0.00000
      12.17391       0.00000
      12.18391       0.00000
      12.19390       0.00000
      12.20390       0.00000
      12.21389       0.00000
      12.22389       0.00000
      12.23388       0.00000
      12.24388       0.00000
      12.25387       0.00000
      12.26387       0.00000
      12.27386       0.00000
      12.28386       0.00000
      12.29385       0.00000
      12.30385       0.00000
      12.31384       0.00000
      12.32384       0.00000
      12.33383       0.00000
      12.34383       0.00000
      12.35382       0.00000
      12.36382       0.00000
      12.37381       0.00000
      12.38381       0.00000
      12.39380       0.00000
      12.40380       0.00000
      12.41379       0.00000
      12.42379       0.00000
      12.43378       0.00000
      12.44378       0.00000
      12.45377       0.00000
      12.46377       0.00000
      12.47376       0.00000
      12.48376       0.00000
      12.49375       0.00000
      12.50375       0.00000
      12.51374       0.00000
      12.52374       0.00000
      12.53373       0.00000
      12.54373       0.00000
      12.55372       0.00000
      12.56372       0.00000
      12.57371       0.00000
      12.58371       0.00000
      12.59370       0.00000
      12.60370       0.00000
      12.61369       0.00000
      12.62369       0.00000
      12.63368       0.00000
      12.64368       0.00000
      12.65367       0.00000
      12.66367       0.00000
      12.67366       0.00000
      12.68366       0.00000
